source,lineNumber,reference,personReference,neighbourhood,folio,baseSurname,givenName,surnamePrefix,disambiguatingDescription,related,altName
KLAC02572000275_2R.txt,33,"Schilpad, Jillis Jacobsz — kind                     41         388","Schilpad, Jillis Jacobsz — kind",41,388,Schilpad,Jillis Jacobsz,,kind,,
KLAC02572000275_2R.txt,34,"Schimmel, Lamberd                                  22         206","Schimmel, Lamberd",22,206,Schimmel,Lamberd,,,,
KLAC02572000275_2R.txt,35,"Schimmelpenning, Maria — dr., van Isack Dragon       38         362","Schimmelpenning, Maria — dr., van Isack Dragon",38,362,Schimmelpenning,Maria,,"dr., van Isack Dragon",,
KLAC02572000275_2R.txt,36,"Schimnrelpenningh, Adriaen — L. Coll.                35         338v","Schimnrelpenningh, Adriaen — L. Coll.",35,338v,Schimnrelpenningh,Adriaen,,L. Coll.,,
KLAC02572000276_2R.txt,0,"Schimmervelt, Cornelis Rijckersz van                55         525","Schimmervelt, Cornelis Rijckersz van",55,525,Schimmervelt,Cornelis Rijckersz,van,,,
KLAC02572000276_2R.txt,1,"Schinckel, Albert — Erven van                       31         303","Schinckel, Albert — Erven van",31,303,Schinckel,Albert,,Erven van,,
KLAC02572000276_2R.txt,2,"Schiphost, Lambert ter                              23         210v","Schiphost, Lambert ter",23,210v,Schiphost,Lambert,ter,,,
KLAC02572000276_2R.txt,3,"Schipmaker, Wed. Wolff Fredi                   5        Lov","Schipmaker, Wed. Wolff Fredi",5,Lov,Schipmaker,Wed. Wolff Fredi,,,,
KLAC02572000276_2R.txt,4,"Schipman, Marten Pieterz                             5          43v","Schipman, Marten Pieterz",5,43v,Schipman,Marten Pieterz,,,,
KLAC02572000276_2R.txt,5,"Schipper, Dirck Claesz — houtcoper                  28         274","Schipper, Dirck Claesz — houtcoper",28,274,Schipper,Dirck Claesz,,houtcoper,,
KLAC02572000276_2R.txt,6,""" , Gerrit Jacobsz                            31         306v","Schipper, Gerrit Jacobsz",31,306v,Schipper,Gerrit Jacobsz,,,,
KLAC02572000276_2R.txt,7,""" , Gerrit Paulusz —      zijn huisvrouw      25         241v","Schipper, Gerrit Paulusz —      zijn huisvrouw",25,241v,Schipper,Gerrit Paulusz,,zijn huisvrouw,,
KLAC02572000276_2R.txt,8,""" , Lambert                                   23         208v","Schipper, Lambert",23,208v,Schipper,Lambert,,,,
KLAC02572000276_2R.txt,9,"Schodt, Everard — de jonge — schepen                 R         605v","Schodt, Everard — de jonge — schepen",R,605v,Schodt,Everard,,de jonge — schepen,,
KLAC02572000276_2R.txt,10,"Schoenmaker, Jan Paulusz                            38         359","Schoenmaker, Jan Paulusz",38,359,Schoenmaker,Jan Paulusz,,,,
KLAC02572000276_2R.txt,11,""" , Wed. Steven Corn.                      45         426","Schoenmaker, Wed. Steven Corn.",45,426,Schoenmaker,Wed. Steven Corn.,,,,
KLAC02572000276_2R.txt,12,""" , Willem Jansz — kinderen van            37         353","Schoenmaker, Willem Jansz — kinderen van",37,353,Schoenmaker,Willem Jansz,,kinderen van,,
KLAC02572000276_2R.txt,13,""" , Claes — lootsman                       50         L68v","Schoenmaker, Claes — lootsman",50,L68v,Schoenmaker,Claes,,lootsman,,
KLAC02572000276_2R.txt,14,"Schol(s), wed. Jacob                                18         172","Schol(s), wed. Jacob",18,172,Schol(s),wed. Jacob,,,,
KLAC02572000276_2R.txt,15,"Scholl, Cornelis Jansz                              26         254v","Scholl, Cornelis Jansz",26,254v,Scholl,Cornelis Jansz,,,,
KLAC02572000276_2R.txt,16,""" , Pieter Cornelisz                            26         255","Scholl, Pieter Cornelisz",26,255,Scholl,Pieter Cornelisz,,,,
KLAC02572000276_2R.txt,17,"Schols, Pieter Jansz                                52         494","Schols, Pieter Jansz",52,494,Schols,Pieter Jansz,,,,
KLAC02572000276_2R.txt,18,"Scholte, Gerrit — maeckelaer                        16         152v","Scholte, Gerrit — maeckelaer",16,152v,Scholte,Gerrit,,maeckelaer,,
KLAC02572000276_2R.txt,19,""" , Hendrick                                   42         393","Scholte, Hendrick",42,393,Scholte,Hendrick,,,,
KLAC02572000276_2R.txt,20,"""       Hendr — bewinthebber O.I.C,                OT.       597v","Scholte      Hendr — bewinthebber O.I.C,",OT.,597v,,,,,,
KLAC02572000276_2R.txt,21,"Scholte, Jochem — grutter                           33         327v","Scholte, Jochem — grutter",33,327v,Scholte,Jochem,,grutter,,
KLAC02572000276_2R.txt,22,""" , Johan — schoenlapper                       15         133v","Scholte, Johan — schoenlapper",15,133v,Scholte,Johan,,schoenlapper,,
KLAC02572000276_2R.txt,23,""" , Lucas                                      42         393","Scholte, Lucas",42,393,Scholte,Lucas,,,,
KLAC02572000276_2R.txt,24,""" , Philip — bisgquit backer                    49         457v","Scholte, Philip — bisgquit backer",49,457v,Scholte,Philip,,bisgquit backer,,
KLAC02572000276_2R.txt,25,"Schonck, Joan                                       47         437","Schonck, Joan",47,437,Schonck,Joan,,,,
KLAC02572000276_2R.txt,26,""" , Wed. Captein                        11       102v","Schonck, Wed. Captein",11,102v,Schonck,Wed. Captein,,,,
KLAC02572000276_2R.txt,27,"Schonenburg, Hendrick — wijncoper                   56         532v","Schonenburg, Hendrick — wijncoper",56,532v,Schonenburg,Hendrick,,wijncoper,,
KLAC02572000276_2R.txt,28,"Schoneveld, Steven                                  45         L21v","Schoneveld, Steven",45,L21v,Schoneveld,Steven,,,,
KLAC02572000276_2R.txt,29,"Schoonderwoert, Allert van                          27         268","Schoonderwoert, Allert van",27,268,Schoonderwoert,Allert,van,,,
KLAC02572000276_2R.txt,30,"Schoonhoven, Harmen                                 50         462","Schoonhoven, Harmen",50,462,Schoonhoven,Harmen,,,,
KLAC02572000276_2R.txt,31,""" , Johannes                               21         197","Schoonhoven, Johannes",21,197,Schoonhoven,Johannes,,,,
KLAC02572000276_2R.txt,32,""" , Paulus                                 21         197v","Schoonhoven, Paulus",21,197v,Schoonhoven,Paulus,,,,
KLAC02572000276_2R.txt,33,""" , Simon — cruijdenier                    19         180","Schoonhoven, Simon — cruijdenier",19,180,Schoonhoven,Simon,,cruijdenier,,
KLAC02572000276_2R.txt,34,"Schoor, Lucas                                       45         420v","Schoor, Lucas",45,420v,Schoor,Lucas,,,,
KLAC02572000276_2R.txt,35,""" , Lucas                                       AS         610","Schoor, Lucas",AS,610,Schoor,Lucas,,,,
KLAC02572000276_2R.txt,36,"Schoorl, Pieter van — koeckebakker           18         172","Schoorl, Pieter van — koeckebakker",18,172,Schoorl,Pieter,van,koeckebakker,,
KLAC02572000277_2R.txt,0,"Schooten, Jacob van — cnoopmaker                    21         196","Schooten, Jacob van — cnoopmaker",21,196,Schooten,Jacob,van,cnoopmaker,,
KLAC02572000277_2R.txt,1,"Schorel, Willem van — Erven van                     21         195v","Schorel, Willem van — Erven van",21,195v,Schorel,Willem,van,Erven van,,
KLAC02572000277_2R.txt,2,"Schorels, Margareta — wed. DÈ Francois Plemp        30         289v","Schorels, Margareta — wed. DÈ Francois Plemp",30,289v,Schorels,Margareta,,wed. DÈ Francois Plemp,,
KLAC02572000277_2R.txt,3,"Schot, Barent                                      31         307","Schot, Barent",31,307,Schot,Barent,,,,
KLAC02572000277_2R.txt,4,""" , Jacob + huisvrouw                            25         236v","Schot, Jacob + huisvrouw",25,236v,Schot,Jacob,,,huisvrouw,
KLAC02572000277_2R.txt,5,""" , Lijsbeth — wed. PE Croenburgh             44        411v","Schot, Lijsbeth — wed. PE Croenburgh",44,411v,Schot,Lijsbeth,,wed. PE Croenburgh,,
KLAC02572000277_2R.txt,6,"Schoterborn, Pieter ngmansz van — Erven van        39         367v","Schoterborn, Pieter ngmansz van — Erven van",39,367v,Schoterborn,Pieter ngmansz,van,Erven van,,
KLAC02572000277_2R.txt,7,"Schoterbos,             erf van                     60         556v","Schoterbos,             erf van",60,556v,Schoterbos,erf,van,,,
KLAC02572000277_2R.txt,8,"Schott, Everard                                      M         568","Schott, Everard",M,568,Schott,Everard,,,,
KLAC02572000277_2R.txt,9,"Schotte, Simon —     zijn vrouw                     28         276","Schotte, Simon —     zijn vrouw",28,276,Schotte,Simon,,zijn vrouw,,
KLAC02572000277_2R.txt,10,"Schottelworst, Wed. Hendrick                        28         274","Schottelworst, Wed. Hendrick",28,274,Schottelworst,Wed. Hendrick,,,,
KLAC02572000277_2R.txt,11,"Schou(s), wed. Jan Pietersz                         46         L29v","Schou(s), wed. Jan Pietersz",46,L29v,Schou(s),wed. Jan Pietersz,,,,
KLAC02572000277_2R.txt,12,"Schoubenger, David                                  60         559v","Schoubenger, David",60,559v,Schoubenger,David,,,,
KLAC02572000277_2R.txt,13,"Schout, Hena — hoedekramer                          1          10","Schout, Hena — hoedekramer",1,10,Schout,Hena,,hoedekramer,,
KLAC02572000277_2R.txt,14,"Schoute, Jacob Florisz — cercher                    53         L99v","Schoute, Jacob Florisz — cercher",53,L99v,Schoute,Jacob Florisz,,cercher,,
KLAC02572000277_2R.txt,15,"Schouten, Aeghje — getr. met Jacob de Vries         42         398v","Schouten, Aeghje — getr. met Jacob de Vries",42,398v,Schouten,Aeghje,,getr. met Jacob de Vries,,
KLAC02572000277_2R.txt,16,""" , Arent Jansz — Erven van                   41         384v","Schouten, Arent Jansz — Erven van",41,384v,Schouten,Arent Jansz,,Erven van,,
KLAC02572000277_2R.txt,17,""" , Balthasar                       23      216","Schouten, Balthasar",23,216,Schouten,Balthasar,,,,
KLAC02572000277_2R.txt,18,""" , Belthasar                                 AoSe       609","Schouten, Belthasar",AoSe,609,Schouten,Belthasar,,,,
KLAC02572000277_2R.txt,19,""" , Bartholomeus                              41         384v","Schouten, Bartholomeus",41,384v,Schouten,Bartholomeus,,,,
KLAC02572000277_2R.txt,20,""" , Geertruijt                                19         178v","Schouten, Geertruijt",19,178v,Schouten,Geertruijt,,,,
KLAC02572000277_2R.txt,21,""" , Gerard                                     9          87v","Schouten, Gerard",9,87v,Schouten,Gerard,,,,
KLAC02572000277_2R.txt,22,""" , Hilgont — getr. met Gerrit Barentsz van Diemen                               48         450","Schouten, Hilgont — getr. met Gerrit Barentsz van Diemen",48,450,Schouten,Hilgont,,getr. met Gerrit Barentsz van Diemen,,
KLAC02572000277_2R.txt,23,""" , Jacob — commies ter recherge               O         603","Schouten, Jacob — commies ter recherge",O,603,Schouten,Jacob,,commies ter recherge,,
KLAC02572000277_2R.txt,24,""" , wed. Jan Gerritz                       5          39v","Schouten, wed. Jan Gerritz",5,39v,Schouten,wed. Jan Gerritz,,,,
KLAC02572000277_2R.txt,25,""" , Caterijna                             19        178v","Schouten, Caterijna",19,178v,Schouten,Caterijna,,,,
KLAC02572000277_2R.txt,26,""" , Christiaen                               19         175","Schouten, Christiaen",19,175,Schouten,Christiaen,,,,
KLAC02572000277_2R.txt,27,""" , Cornelis — erf van                        AS       609","Schouten, Cornelis — erf van",AS,609,Schouten,Cornelis,,erf van,,
KLAC02572000277_2R.txt,28,""" , Crijn                           31       300v","Schouten, Crijn",31,300v,Schouten,Crijn,,,,
KLAC02572000277_2R.txt,29,""" , Laurens — captein                          9          79V","Schouten, Laurens — captein",9,79V,Schouten,Laurens,,captein,,
KLAC02572000277_2R.txt,30,""" , Lijsbeth                                  19         178v","Schouten, Lijsbeth",19,178v,Schouten,Lijsbeth,,,,
KLAC02572000277_2R.txt,31,""" , Wed. Mattijs — geb. Elisabeth Leeuw       42         393v","Schouten, Wed. Mattijs — geb. Elisabeth Leeuw",42,393v,Schouten,Wed. Mattijs,,geb. Elisabeth Leeuw,,
KLAC02572000277_2R.txt,32,"Schouwenburgh, Willem Albertsz — captein molenaer molen van  t Jaght          P4         586","Schouwenburgh, Willem Albertsz — captein molenaer molen van  t Jaght",P4,586,Schouwenburgh,Willem Albertsz,,captein molenaer molen van  t Jaght,,
KLAC02572000277_2R.txt,33,"Schrader, Jochemn — barbier                          55         525v","Schrader, Jochemn — barbier",55,525v,Schrader,Jochemn,,barbier,,
KLAC02572000277_2R.txt,34,"Schrader, Dr. Jan van                            27        268","Schrader, Dr. Jan van",27,268,Schrader,Dr. Jan,van,,,
KLAC02572000278_2R.txt,0,"Schram, Nicolaes                                    36         3hov","Schram, Nicolaes",36,3hov,Schram,Nicolaes,,,,
KLAC02572000278_2R.txt,1,"Schrasserts, Wede                                    6          55v","Schrasserts, Wede",6,55v,Schrasserts,Wede,,,,
KLAC02572000278_2R.txt,2,"Schrein, Annitje                                    33         328v","Schrein, Annitje",33,328v,Schrein,Annitje,,,,
KLAC02572000278_2R.txt,3,"Schreuder, Jochem                                   57         542","Schreuder, Jochem",57,542,Schreuder,Jochem,,,,
KLAC02572000278_2R.txt,4,"Schrick, Jan — wijncoper                           52         489","Schrick, Jan — wijncoper",52,489,Schrick,Jan,,wijncoper,,
KLAC02572000278_2R.txt,5,""" , Marten Pietersz                            25         237","Schrick, Marten Pietersz",25,237,Schrick,Marten Pietersz,,,,
KLAC02572000278_2R.txt,6,""" , Pieter — procureur                         25         237","Schrick, Pieter — procureur",25,237,Schrick,Pieter,,procureur,,
KLAC02572000278_2R.txt,7,""" , Wed.                                       33         320","Schrick, Wed.",33,320,Schrick,Wed.,,,,
KLAC02572000278_2R.txt,8,"Schrier, Paulus                                     9          89","Schrier, Paulus",9,89,Schrier,Paulus,,,,
KLAC02572000278_2R.txt,9,"Schrijver, Floris Pietersz                          50         464","Schrijver, Floris Pietersz",50,464,Schrijver,Floris Pietersz,,,,
KLAC02572000278_2R.txt,10,""" , Frederick — bontwercker                  26         245","Schrijver, Frederick — bontwercker",26,245,Schrijver,Frederick,,bontwercker,,
KLAC02572000278_2R.txt,11,""" , Jan                                      41         389v","Schrijver, Jan",41,389v,Schrijver,Jan,,,,
KLAC02572000278_2R.txt,12,""" , Jan Aertsz                              31         308","Schrijver, Jan Aertsz",31,308,Schrijver,Jan Aertsz,,,,
KLAC02572000278_2R.txt,13,""" , Melchior — wijncoper                     31         301v","Schrijver, Melchior — wijncoper",31,301v,Schrijver,Melchior,,wijncoper,,
KLAC02572000278_2R.txt,14,""" , Wed. Willem                               9          80","Schrijver, Wed. Willem",9,80,Schrijver,Wed. Willem,,,,
KLAC02572000278_2R.txt,15,"Schrijvers, Diewertje                               35         337","Schrijvers, Diewertje",35,337,Schrijvers,Diewertje,,,,
KLAC02572000278_2R.txt,16,"Schuer, Hendrick Jansz                              35         340","Schuer, Hendrick Jansz",35,340,Schuer,Hendrick Jansz,,,,
KLAC02572000278_2R.txt,17,""" , Michiel van der                             27         257v","Schuer, Michiel van der",27,257v,Schuer,Michiel,van der,,,
KLAC02572000278_2R.txt,18,"Schuere, wed. Benedictus van der                    21         193","Schuere, wed. Benedictus van der",21,193,Schuere,wed. Benedictus,van der,,,
KLAC02572000278_2R.txt,19,""" , Dominicus van der                          21         193","Schuere, Dominicus van der",21,193,Schuere,Dominicus,van der,,,
KLAC02572000278_2R.txt,20,"Schuerman, Johannes                                 30         2953","Schuerman, Johannes",30,2953,Schuerman,Johannes,,,,
KLAC02572000278_2R.txt,21,"Schuermans, Abraham — boeckebinder                  23         211","Schuermans, Abraham — boeckebinder",23,211,Schuermans,Abraham,,boeckebinder,,
KLAC02572000278_2R.txt,22,"Schuler, Hans Mattijsz                              10          97?","Schuler, Hans Mattijsz",10,97?,Schuler,Hans Mattijsz,,,,
KLAC02572000278_2R.txt,23,"Schulperoort, Robbert                                8          72v","Schulperoort, Robbert",8,72v,Schulperoort,Robbert,,,,
KLAC02572000278_2R.txt,24,"Schure, Wouter van der                              60         563v","Schure, Wouter van der",60,563v,Schure,Wouter,van der,,,
KLAC02572000278_2R.txt,25,"Schut, Antonij                                      27         263","Schut, Antonij",27,263,Schut,Antonij,,,,
KLAC02572000278_2R.txt,26,""" , Dirck — schipper op Haerlem                 41         389","Schut, Dirck — schipper op Haerlem",41,389,Schut,Dirck,,schipper op Haerlem,,
KLAC02572000278_2R.txt,27,""" , Egbert                                     3                 20v","Schut, Egbert",3,20v,Schut,Egbert,,,,
KLAC02572000278_2R.txt,28,"Schut, Egbert                                        8          75","Schut, Egbert",8,75,Schut,Egbert,,,,
KLAC02572000278_2R.txt,29,""" , Egbert — boode op Zeelant                    31         306","Schut, Egbert — boode op Zeelant",31,306,Schut,Egbert,,boode op Zeelant,,
KLAC02572000278_2R.txt,30,""" , Hendi                                                                      9                 91v","Schut, Hendi",9,91v,Schut,Hendi,,,,
KLAC02572000278_2R.txt,31,""" , Hendrick — vlaseinckel                       22         202v","Schut, Hendrick — vlaseinckel",22,202v,Schut,Hendrick,,vlaseinckel,,
KLAC02572000278_2R.txt,32,""" , Jan — juwelier                               25         235v","Schut, Jan — juwelier",25,235v,Schut,Jan,,juwelier,,
KLAC02572000278_2R.txt,33,""" , Jan                                          52         488v","Schut, Jan",52,488v,Schut,Jan,,,,
KLAC02572000278_2R.txt,34,""" , Cornelis                                      l           7","Schut, Cornelis",l,7,Schut,Cornelis,,,,
KLAC02572000278_2R.txt,35,""" , Pieter Willemz — glasemaker                  10          97","Schut, Pieter Willemz — glasemaker",10,97,Schut,Pieter Willemz,,glasemaker,,
KLAC02572000278_2R.txt,36,""" , Wed. Steven                                  22         205","Schut, Wed. Steven",22,205,Schut,Wed. Steven,,,,
KLAC02572000278_2R.txt,37,""" , DÈ                                            7          566v","Schut, DÈ",7,566v,Schut,DÈ,,,,
KLAC02572000279_2R.txt,0,"Schutstal, Egbert Jansz — backer                    51         472v","Schutstal, Egbert Jansz — backer",51,472v,Schutstal,Egbert Jansz,,backer,,
KLAC02572000279_2R.txt,1,""" , Jan — beschuijtbacker                    48         448","Schutstal, Jan — beschuijtbacker",48,448,Schutstal,Jan,,beschuijtbacker,,
KLAC02572000279_2R.txt,2,"Schuur, Michiel van der — Erven van                 10          93v","Schuur, Michiel van der — Erven van",10,93v,Schuur,Michiel,van der,Erven van,,
KLAC02572000279_2R.txt,3,"Schuurmans, Aeltge                                   7          59v","Schuurmans, Aeltge",7,59v,Schuurmans,Aeltge,,,,
KLAC02572000279_2R.txt,4,""" , Hendrickje                               2          17v","Schuurmans, Hendrickje",2,17v,Schuurmans,Hendrickje,,,,
KLAC02572000279_2R.txt,5,"Schuijermaker, Cornelis Pietersz                    5h         5lèv","Schuijermaker, Cornelis Pietersz",5h,5lèv,Schuijermaker,Cornelis Pietersz,,,,
KLAC02572000279_2R.txt,6,"Schuijl, Joannes — lakedrapier                      50         466","Schuijl, Joannes — lakedrapier",50,466,Schuijl,Joannes,,lakedrapier,,
KLAC02572000279_2R.txt,7,""" , Matthijs — kinderen van                    52         4Bhv","Schuijl, Matthijs — kinderen van",52,4Bhv,Schuijl,Matthijs,,kinderen van,,
KLAC02572000279_2R.txt,8,""" , Wed. Pieter Jansz                          38         361v","Schuijl, Wed. Pieter Jansz",38,361v,Schuijl,Wed. Pieter Jansz,,,,
KLAC02572000279_2R.txt,9,"Schuijlder, Goosen van — wijnkoper                  20         189v","Schuijlder, Goosen van — wijnkoper",20,189v,Schuijlder,Goosen,van,wijnkoper,,
KLAC02572000279_2R.txt,10,"Schuijlenburg, wed. Martinus — geb. Aelgonda van de Sonsbeek                       6          51","Schuijlenburg, wed. Martinus — geb. Aelgonda van de Sonsbeek",6,51,Schuijlenburg,wed. Martinus,,geb. Aelgonda van de Sonsbeek,,
KLAC02572000279_2R.txt,11,"Schuijlenburgh, Jacobus                             11         107","Schuijlenburgh, Jacobus",11,107,Schuijlenburgh,Jacobus,,,,
KLAC02572000279_2R.txt,12,""" , Wed.                         33       326","Schuijlenburgh, Wed.",33,326,Schuijlenburgh,Wed.,,,,
KLAC02572000279_2R.txt,13,""" , Bartha van — wed. DI Wijkersloot    11         106","Schuijlenburgh, Bartha van — wed. DI Wijkersloot",11,106,Schuijlenburgh,Bartha,van,wed. DI Wijkersloot,,
KLAC02572000279_2R.txt,14,"Schuijlerus, Frederick                              21         192","Schuijlerus, Frederick",21,192,Schuijlerus,Frederick,,,,
KLAC02572000279_2R.txt,15,""" , Johannes                              21         192","Schuijlerus, Johannes",21,192,Schuijlerus,Johannes,,,,
KLAC02572000279_2R.txt,16,""" , Carel                                  21         192","Schuijlerus, Carel",21,192,Schuijlerus,Carel,,,,
KLAC02572000279_2R.txt,17,""" , Carel — apothecar                      49         452","Schuijlerus, Carel — apothecar",49,452,Schuijlerus,Carel,,apothecar,,
KLAC02572000279_2R.txt,18,""" , Laurentius                             21         192","Schuijlerus, Laurentius",21,192,Schuijlerus,Laurentius,,,,
KLAC02572000279_2R.txt,19,""" , D — Erf van                       21        192","Schuijlerus, D — Erf van",21,192,Schuijlerus,D,,Erf van,,
KLAC02572000279_2R.txt,20,"Schuijn, Jochem — kaarsemaker                       46         433","Schuijn, Jochem — kaarsemaker",46,433,Schuijn,Jochem,,kaarsemaker,,
KLAC02572000279_2R.txt,21,""" , Gerrit Caspersz                            60,     560v","Schuijn, Gerrit Caspersz","60,",560v,Schuijn,Gerrit Caspersz,,,,
KLAC02572000279_2R.txt,22,"Schuijneman, Pieter                                 57         5Sh2v","Schuijneman, Pieter",57,5Sh2v,Schuijneman,Pieter,,,,
KLAC02572000279_2R.txt,23,"Schuijren, Wed. Deonijs van der                     38         361v","Schuijren, Wed. Deonijs van der",38,361v,Schuijren,Wed. Deonijs,van der,,,
KLAC02572000279_2R.txt,24,"Schuijt, Albartus                                   30         294","Schuijt, Albartus",30,294,Schuijt,Albartus,,,,
KLAC02572000279_2R.txt,25,""" , Albertus                                   31         3O1v","Schuijt, Albertus",31,3O1v,Schuijt,Albertus,,,,
KLAC02572000279_2R.txt,26,""" , Wed. Arnout                         38       358v","Schuijt, Wed. Arnout",38,358v,Schuijt,Wed. Arnout,,,,
KLAC02572000279_2R.txt,27,""" , Arnout                                     39         368v 369","Schuijt, Arnout",39,368v 369,Schuijt,Arnout,,,,
KLAC02572000279_2R.txt,28,""" , Helena — wed. Isack Coemans — kinderen     31         301","Schuijt, Helena — wed. Isack Coemans — kinderen",31,301,Schuijt,Helena,,wed. Isack Coemans — kinderen,,
KLAC02572000279_2R.txt,29,""" , Hendrick                                   31         3011v","Schuijt, Hendrick",31,3011v,Schuijt,Hendrick,,,,
KLAC02572000279_2R.txt,30,""" , Jacobus                                    49         L51v","Schuijt, Jacobus",49,L51v,Schuijt,Jacobus,,,,
KLAC02572000279_2R.txt,31,""" , Sara — kinderen van                        31         3011v","Schuijt, Sara — kinderen van",31,3011v,Schuijt,Sara,,kinderen van,,
KLAC02572000279_2R.txt,32,""" , Willem Gerritsz — molen van de Vreede      P1         584","Schuijt, Willem Gerritsz — molen van de Vreede",P1,584,Schuijt,Willem Gerritsz,,molen van de Vreede,,
KLAC02572000279_2R.txt,33,"Schijl, Cornelis van                                 8          68v","Schijl, Cornelis van",8,68v,Schijl,Cornelis,van,,,
KLAC02572000280_2R.txt,0,"Scott, Everard — de Jonge — captein                 35         336v","Scott, Everard — de Jonge — captein",35,336v,Scott,Everard,,de Jonge — captein,,
KLAC02572000280_2R.txt,1,""" , Everard                                      38         358","Scott, Everard",38,358,Scott,Everard,,,,
KLAC02572000280_2R.txt,2,"Seegers, Jan — Erven van                             6          48","Seegers, Jan — Erven van",6,48,Seegers,Jan,,Erven van,,
KLAC02572000280_2R.txt,3,"Seep, Wed. Claes — geb. Elisabeth Sloot             31         300v","Seep, Wed. Claes — geb. Elisabeth Sloot",31,300v,Seep,Wed. Claes,,geb. Elisabeth Sloot,,
KLAC02572000280_2R.txt,4,"Zeeton, Wed. Gijsgbert Cornelisz                     25         237","Zeeton, Wed. Gijsgbert Cornelisz",25,237,Zeeton,Wed. Gijsgbert Cornelisz,,,,
KLAC02572000280_2R.txt,5,"Seeton, Pieter — gewesene horloge maker             51         473","Seeton, Pieter — gewesene horloge maker",51,473,Seeton,Pieter,,gewesene horloge maker,,
KLAC02572000280_2R.txt,6,"Zeeuw, Pieter Cornelis de + vrouw                   35         336v","Zeeuw, Pieter Cornelis de + vrouw",35,336v,Zeeuw,Pieter Cornelis,de,,vrouw,
KLAC02572000280_2R.txt,7,""" , Pieter Cornelië? de — substituut officier                                    O        589v","Zeeuw, Pieter Cornelië? de — substituut officier",O,589v,Zeeuw,Pieter Cornelië?,de,substituut officier,,
KLAC02572000280_2R.txt,8,"Segenboogh, Gerrit                                  19         177","Segenboogh, Gerrit",19,177,Segenboogh,Gerrit,,,,
KLAC02572000280_2R.txt,9,"Segers, Wed. Albert — blauwverver — geb. Maritje Lamberts                                   26         247","Segers, Wed. Albert — blauwverver — geb. Maritje Lamberts",26,247,Segers,Wed. Albert,,blauwverver — geb. Maritje Lamberts,,
KLAC02572000280_2R.txt,10,"Segers, Annitje — wed. Hendrick Hendricksz          55         524","Segers, Annitje — wed. Hendrick Hendricksz",55,524,Segers,Annitje,,wed. Hendrick Hendricksz,,
KLAC02572000280_2R.txt,11,""" , Wed. Bartholomeus                           41         389v","Segers, Wed. Bartholomeus",41,389v,Segers,Wed. Bartholomeus,,,,
KLAC02572000280_2R.txt,12,"Segersz, Frans                                      41         380v","Segersz, Frans",41,380v,Segersz,Frans,,,,
KLAC02572000280_2R.txt,13,"Segers, Hendrickje — getr. met Jan de Geus          41         386","Segers, Hendrickje — getr. met Jan de Geus",41,386,Segers,Hendrickje,,getr. met Jan de Geus,,
KLAC02572000280_2R.txt,14,""" , Jacob — verwer                              40         379v","Segers, Jacob — verwer",40,379v,Segers,Jacob,,verwer,,
KLAC02572000280_2R.txt,15,"Segertz, Jan                                         è          15v","Segertz, Jan",è,15v,Segertz,Jan,,,,
KLAC02572000280_2R.txt,16,"Segers, Coenraed                                    33         32bv","Segers, Coenraed",33,32bv,Segers,Coenraed,,,,
KLAC02572000280_2R.txt,17,""" , Lambert                                     26         247","Segers, Lambert",26,247,Segers,Lambert,,,,
KLAC02572000280_2R.txt,18,"Segersz, Michiel — captein — verwer                 P3      586","Segersz, Michiel — captein — verwer",P3,586,Segersz,Michiel,,captein — verwer,,
KLAC02572000280_2R.txt,19,"Segers, Reijnier                                    38       360","Segers, Reijnier",38,360,Segers,Reijnier,,,,
KLAC02572000280_2R.txt,20,"Sel, Jacob van — erf van                            55        519v","Sel, Jacob van — erf van",55,519v,Sel,Jacob,van,erf van,,
KLAC02572000280_2R.txt,21,"Sel, Jacob van — dochter van — erf van              55         519v","Sel, Jacob van — dochter van — erf van",55,519v,Sel,Jacob,van,dochter van — erf van,,
KLAC02572000280_2R.txt,22,"Selder, Gerrit van                                 45         421","Selder, Gerrit van",45,421,Selder,Gerrit,van,,,
KLAC02572000280_2R.txt,23,"Seler, Francois                                     8          71","Seler, Francois",8,71,Seler,Francois,,,,
KLAC02572000280_2R.txt,24,"Seleijns, Barent — toncoper                         26         2bbv","Seleijns, Barent — toncoper",26,2bbv,Seleijns,Barent,,toncoper,,
KLAC02572000280_2R.txt,25,"Seller(s), Aeltje van — Erven van                   25         233","Seller(s), Aeltje van — Erven van",25,233,Seller(s),Aeltje,van,Erven van,,
KLAC02572000280_2R.txt,26,"Zeller, Arnout van                                  30         296","Zeller, Arnout van",30,296,Zeller,Arnout,van,,,
KLAC02572000280_2R.txt,27,"Seller, Wed. Jan van — guijckerbacker               51         472v","Seller, Wed. Jan van — guijckerbacker",51,472v,Seller,Wed. Jan,van,guijckerbacker,,
KLAC02572000280_2R.txt,28,""" , Joanna van — Wed. Jan Clopper               41         382v","Seller, Joanna van — Wed. Jan Clopper",41,382v,Seller,Joanna,van,Wed. Jan Clopper,,
KLAC02572000280_2R.txt,29,""" , Reijnier van                                30         297v","Seller, Reijnier van",30,297v,Seller,Reijnier,van,,,
KLAC02572000280_2R.txt,30,"Selijn, Wed. Jan                                     8          69","Selijn, Wed. Jan",8,69,Selijn,Wed. Jan,,,,
